,pdb,emmap,source,q,clashscore,bond_outlier,angle_outlier,pucker_outlier,suite_outlier,avg_suitness,cc_volume,cc_mask,cc_peaks,tempy_mi,tempy_smoc
184,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.6.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2356250860927152,0.46,0.0,0.0,0.0074626865671641,0.0814814814814814,0.805,0.4909,0.4689,0.454,0.0305636824385765,0.9092831997975668
185,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.7.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2348170254444057,0.23,0.0,0.0,0.0074626865671641,0.0592592592592592,0.822,0.4729,0.4555,0.4364,0.030467096119266,0.9095428086314492
186,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.1.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2471427040780759,0.46,0.0,0.0,0.0074626865671641,0.074074074074074,0.818,0.5361,0.5579,0.5283,0.0312727038433419,0.9147935597399728
187,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.4.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2416842289996514,0.23,0.0,0.0,0.0074626865671641,0.0814814814814814,0.806,0.5024,0.4836,0.4675,0.031149977880609,0.9163831449541338
188,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.2.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2382799752527012,1.16,0.0,0.0,0.0074626865671641,0.0518518518518518,0.811,0.4952,0.4754,0.4563,0.0304024173452959,0.9130180526610958
189,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.5.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2326416131056116,0.23,0.0,0.0,0.0074626865671641,0.0592592592592592,0.835,0.4677,0.4672,0.4376,0.0306463041781744,0.9069160190539484
190,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.10.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_librarySHAPE_scores.csv,0.2366296131056117,0.23,0.0,0.0,0.0,0.0518518518518518,0.819,0.5275,0.5511,0.5248,0.0311179678200346,0.9169048321777802
191,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.4.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_librarySHAPE_scores.csv,0.2424944241896131,0.46,0.0,0.0,0.0074626865671641,0.0814814814814814,0.818,0.5694,0.5861,0.5458,0.0309884085031925,0.9157067093740524
192,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.3.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_librarySHAPE_scores.csv,0.2381189358661554,0.23,0.0,0.0,0.0,0.0518518518518518,0.81,0.4786,0.4616,0.4508,0.0309709779700489,0.9161764511087176
193,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.6.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_librarySHAPE_scores.csv,0.2366786322760543,0.0,0.0,0.0,0.0,0.074074074074074,0.832,0.4911,0.4697,0.4572,0.0312891177705323,0.9118725678984604
194,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.2.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_librarySHAPE_scores.csv,0.2373811470895782,0.0,0.0,0.0,0.0,0.0888888888888888,0.788,0.5518,0.5715,0.5424,0.0314915192342755,0.917585528631109
195,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.7.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_librarySHAPE_scores.csv,0.2329806538863715,0.23,0.0,0.0,0.0,0.0666666666666666,0.81,0.498,0.5122,0.4854,0.0308450922892514,0.9118724809333758
196,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.1.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_librarySHAPE_scores.csv,0.2482757079121645,0.46,0.0,0.0,0.0074626865671641,0.037037037037037,0.833,0.5085,0.5186,0.5094,0.0313254511693885,0.9193556171026644
197,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.9.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_librarySHAPE_scores.csv,0.2394055144649703,0.23,0.0,0.0,0.0074626865671641,0.0666666666666666,0.824,0.4988,0.4831,0.4725,0.0309793251711142,0.91896478243076
198,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.8.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_librarySHAPE_scores.csv,0.2348192126176367,0.23,0.0,0.0,0.0074626865671641,0.0518518518518518,0.855,0.4647,0.4677,0.4426,0.030810354273637,0.9106132646114716
199,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.5.pdbFINISHED_1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf2_librarySHAPE_scores.csv,0.2343458832345765,0.46,0.0,0.0,0.0074626865671641,0.0444444444444444,0.84,0.5463,0.5548,0.523,0.0308119810209275,0.9140658488964784
200,HCoV_229E_rnastructure_all_models_all_fits_FINAL_R4.out.10,HCoV_229E-6p48-cryosparc_P3_J880_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_HCoV-229E_rnastructure_node1_scores.csv,0.1880036655416807,8.31,0.0,0.0029306414848583,0.0071942446043165,0.1571428571428571,0.721,0.4947,0.4493,0.4297,0.0243230741128233,0.8723918438939131
201,HCoV_229E_rnastructure_all_models_all_fits_FINAL_R4.out.8,HCoV_229E-6p48-cryosparc_P3_J880_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_HCoV-229E_rnastructure_node1_scores.csv,0.1861761177860276,13.25,0.0,0.0022793878215564,0.0215827338129496,0.1928571428571428,0.689,0.5052,0.4592,0.4351,0.0244446544007132,0.8777949398627851
202,HCoV_229E_rnastructure_all_models_all_fits_FINAL_R4.out.2,HCoV_229E-6p48-cryosparc_P3_J880_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_HCoV-229E_rnastructure_node1_scores.csv,0.1783501987850151,7.18,0.0,0.0032562683165092,0.0,0.1642857142857142,0.691,0.4922,0.4466,0.4226,0.0239589831045018,0.8714049490312554
203,HCoV_229E_rnastructure_all_models_all_fits_FINAL_R4.out.6,HCoV_229E-6p48-cryosparc_P3_J880_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_HCoV-229E_rnastructure_node1_scores.csv,0.181301097198785,6.74,0.0,0.0048844024747639,0.0071942446043165,0.15,0.703,0.5051,0.4513,0.4331,0.0244088552418394,0.8741648157257487
204,HCoV_229E_rnastructure_all_models_all_fits_FINAL_R4.out.1,HCoV_229E-6p48-cryosparc_P3_J880_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_HCoV-229E_rnastructure_node1_scores.csv,0.18676145359433,10.55,0.0,0.0032562683165092,0.0287769784172661,0.2142857142857142,0.733,0.508,0.4645,0.4504,0.0244836781999989,0.8756993697310952
205,HCoV_229E_rnastructure_all_models_all_fits_FINAL_R4.out.4,HCoV_229E-6p48-cryosparc_P3_J880_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_HCoV-229E_rnastructure_node1_scores.csv,0.183543212959838,11.0,0.0,0.0039075219798111,0.0071942446043165,0.1428571428571428,0.744,0.5018,0.4549,0.4279,0.0236957226529595,0.870796465849959
206,HCoV_229E_rnastructure_all_models_all_fits_FINAL_R4.out.5,HCoV_229E-6p48-cryosparc_P3_J880_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_HCoV-229E_rnastructure_node1_scores.csv,0.1843699348633142,8.53,0.0010230179028132,0.0068381634646694,0.0431654676258992,0.2071428571428571,0.71,0.5064,0.45,0.4419,0.0244461012716528,0.8784108484771856
207,HCoV_229E_rnastructure_all_models_all_fits_FINAL_R4.out.3,HCoV_229E-6p48-cryosparc_P3_J880_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_HCoV-229E_rnastructure_node1_scores.csv,0.1805263709078636,9.65,0.0,0.0048844024747639,0.0359712230215827,0.2,0.737,0.4993,0.4477,0.4283,0.0243180965931415,0.8760659463953994
208,HCoV_229E_rnastructure_all_models_all_fits_FINAL_R4.out.7,HCoV_229E-6p48-cryosparc_P3_J880_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_HCoV-229E_rnastructure_node1_scores.csv,0.1842991019237259,9.43,0.0,0.004233148811462,0.014388489208633,0.1714285714285714,0.753,0.5108,0.4618,0.4318,0.0240797389767578,0.8768746954254956
209,HCoV_229E_rnastructure_all_models_all_fits_FINAL_R4.out.9,HCoV_229E-6p48-cryosparc_P3_J880_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_HCoV-229E_rnastructure_node1_scores.csv,0.1866139881876476,10.33,0.0,0.0052100293064148,0.0215827338129496,0.2,0.706,0.5189,0.4742,0.4492,0.0243036870158732,0.88069524799413
210,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.10,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2470531460439177,6.72,0.0,0.0027017899358324,0.044776119402985,0.1481481481481481,0.801,0.5043,0.4893,0.4738,0.0297202010208924,0.915291599733066
211,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.5,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_icSHAPE_eternafold_scores.csv,0.243091828163123,5.33,0.0,0.0023640661938534,0.0373134328358208,0.1481481481481481,0.77,0.4964,0.4797,0.457,0.029636489044974,0.9125559028672232
212,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2555214883234576,8.8,0.0,0.0016886187098953,0.0671641791044776,0.1629629629629629,0.777,0.5175,0.4998,0.4841,0.0300023580590549,0.9176496563293194
213,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.9,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2415221341930986,3.47,0.0,0.0027017899358324,0.044776119402985,0.1111111111111111,0.79,0.5003,0.4829,0.4588,0.0294900571723093,0.91142978971526
214,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.8,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2470299044963401,9.5,0.0,0.0040526849037487,0.0373134328358208,0.1185185185185185,0.762,0.4921,0.4729,0.4584,0.029785128470363,0.9125076340014971
215,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.7,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2442583502962704,4.63,0.0,0.0027017899358324,0.0298507462686567,0.1333333333333333,0.774,0.5019,0.4831,0.4603,0.0296152540046763,0.9106671444594876
216,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.2,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2428254200069711,7.18,0.0005305039787798,0.0030395136778115,0.0298507462686567,0.1629629629629629,0.766,0.4931,0.4789,0.4639,0.0294669460081382,0.9103228408198668
217,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.6,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2471415528058557,7.41,0.0,0.0023640661938534,0.0223880597014925,0.1703703703703703,0.75,0.5032,0.4902,0.4759,0.0295941155780016,0.9135098852041688
218,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.4,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2549366103171837,9.73,0.0005305039787798,0.0037149611617696,0.0373134328358208,0.1851851851851851,0.776,0.5064,0.4901,0.4767,0.0299294167072088,0.9152572003406906
219,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.3,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_icSHAPE_eternafold_scores.csv,0.2488920017427675,10.65,0.0,0.005741303613644,0.044776119402985,0.1777777777777777,0.743,0.5,0.4834,0.4693,0.0296720569199046,0.9141007509405356
220,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.10.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2126145972265023,0.61,0.0,0.0,0.006578947368421,0.0522875816993464,0.82,0.6709,0.6826,0.6554,0.0098680183929896,0.9467338033386054
221,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.5.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2069013322033898,0.0,0.0,0.0,0.0,0.0588235294117647,0.833,0.7524,0.771,0.7116,0.0098450730004533,0.9449223664464598
222,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.7.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2121473531587057,0.2,0.0,0.0,0.0,0.0588235294117647,0.833,0.6737,0.6779,0.6464,0.0098941589426328,0.9467297061498828
223,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.2.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2125823272727272,0.2,0.0,0.0,0.006578947368421,0.0588235294117647,0.83,0.7335,0.7554,0.7128,0.0098423525919184,0.9479149691706974
224,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.6.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2064370591679507,0.2,0.0,0.0,0.0,0.0457516339869281,0.843,0.6781,0.6859,0.6542,0.0097560375945719,0.9450280592402136
225,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.1.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2118838597842835,0.41,0.0,0.0,0.0,0.065359477124183,0.824,0.6808,0.692,0.6583,0.009862227802952,0.94664540168968
226,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.3.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2118450280431433,0.61,0.0,0.0,0.006578947368421,0.0392156862745098,0.862,0.638,0.663,0.6375,0.0097316847140976,0.94420490695173
227,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.4.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.209023837596302,0.82,0.0,0.0,0.0,0.0392156862745098,0.845,0.7426,0.7665,0.7146,0.0097700243860068,0.9465488875065724
228,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.9.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2103959066255778,0.2,0.0,0.0,0.006578947368421,0.0457516339869281,0.842,0.6722,0.6791,0.6527,0.0098393157632919,0.9469134658041312
229,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.8.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2089938841294299,0.2,0.0,0.0,0.006578947368421,0.0718954248366013,0.826,0.6753,0.6852,0.6545,0.0096831040672919,0.9439123200278542
230,SARS_CoV_2-SL56_5bext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.10.pdbFINISHED_1,SARS_CoV_2_SL56_5bext-7p40-flipped-cryosparc_P3_J1278_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5bext_eternafold_scores.csv,0.2062520394453004,0.2,0.0,0.0,0.0,0.065359477124183,0.838,0.4656,0.4751,0.399,0.0199117229142526,0.9174610075061842
231,SARS_CoV_2-SL56_5bext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.1.pdbFINISHED_1,SARS_CoV_2_SL56_5bext-7p40-flipped-cryosparc_P3_J1278_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5bext_eternafold_scores.csv,0.2088812098613251,0.41,0.0,0.0,0.0,0.0326797385620915,0.833,0.4264,0.4147,0.3542,0.0200543801232551,0.9197498518824736
232,SARS_CoV_2-SL56_5bext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.4.pdbFINISHED_1,SARS_CoV_2_SL56_5bext-7p40-flipped-cryosparc_P3_J1278_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5bext_eternafold_scores.csv,0.2056795697996918,0.2,0.0,0.0,0.006578947368421,0.065359477124183,0.839,0.4302,0.4646,0.379,0.01989801460676,0.9162625217178454
233,SARS_CoV_2-SL56_5bext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.7.pdbFINISHED_1,SARS_CoV_2_SL56_5bext-7p40-flipped-cryosparc_P3_J1278_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5bext_eternafold_scores.csv,0.2112456659476116,0.0,0.0,0.0,0.0,0.065359477124183,0.849,0.4283,0.4194,0.3571,0.0199047571836328,0.9194185322640862
234,SARS_CoV_2-SL56_5bext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.2.pdbFINISHED_1,SARS_CoV_2_SL56_5bext-7p40-flipped-cryosparc_P3_J1278_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5bext_eternafold_scores.csv,0.2049230576271186,0.41,0.0,0.0,0.0,0.0392156862745098,0.851,0.4149,0.397,0.328,0.019937001054099,0.9121776442740486
235,SARS_CoV_2-SL56_5bext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.9.pdbFINISHED_1,SARS_CoV_2_SL56_5bext-7p40-flipped-cryosparc_P3_J1278_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5bext_eternafold_scores.csv,0.203695681972265,1.02,0.0,0.0,0.0,0.0522875816993464,0.839,0.4212,0.411,0.3384,0.0197316523672888,0.9158515103251504
236,SARS_CoV_2-SL56_5bext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.8.pdbFINISHED_1,SARS_CoV_2_SL56_5bext-7p40-flipped-cryosparc_P3_J1278_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5bext_eternafold_scores.csv,0.2090055084745762,0.82,0.0,0.0,0.0,0.0196078431372549,0.846,0.479,0.5067,0.4235,0.0201247496443607,0.922012598245331
237,SARS_CoV_2-SL56_5bext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.5.pdbFINISHED_1,SARS_CoV_2_SL56_5bext-7p40-flipped-cryosparc_P3_J1278_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5bext_eternafold_scores.csv,0.2070121694915254,0.41,0.0,0.0,0.0,0.065359477124183,0.827,0.5317,0.5727,0.463,0.0199812721724946,0.9219115090086832
238,SARS_CoV_2-SL56_5bext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.6.pdbFINISHED_1,SARS_CoV_2_SL56_5bext-7p40-flipped-cryosparc_P3_J1278_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5bext_eternafold_scores.csv,0.2068400416024653,0.0,0.0,0.0,0.0,0.0588235294117647,0.825,0.4202,0.4092,0.3437,0.0198873438282953,0.917493400350279
239,SARS_CoV_2-SL56_5bext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.3.pdbFINISHED_1,SARS_CoV_2_SL56_5bext-7p40-flipped-cryosparc_P3_J1278_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5bext_eternafold_scores.csv,0.2059328989214175,0.41,0.0,0.0,0.0,0.0588235294117647,0.82,0.5357,0.5762,0.4638,0.0198593166716833,0.9200682869598074
240,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.10,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf1_icSHAPE_eternafold_scores.csv,0.2192265416521436,9.96,0.0,0.0043904086457277,0.044776119402985,0.1629629629629629,0.76,0.4664,0.4474,0.4193,0.0319476018988813,0.9193477050006276
241,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.5,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf1_icSHAPE_eternafold_scores.csv,0.2203356298361798,8.34,0.0005305039787798,0.0050658561296859,0.0373134328358208,0.2,0.75,0.4782,0.4555,0.4232,0.0316955275702861,0.9197820741776916
242,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.1,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf1_icSHAPE_eternafold_scores.csv,0.2206014848379226,8.57,0.0,0.0030395136778115,0.0373134328358208,0.1703703703703703,0.78,0.4745,0.4539,0.4236,0.0319002720880705,0.91978731282289
243,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.9,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf1_icSHAPE_eternafold_scores.csv,0.2214748766120599,12.51,0.0005305039787798,0.0,0.0597014925373134,0.1777777777777777,0.786,0.4572,0.4387,0.4057,0.031627812497339,0.914521915007536
244,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.8,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf1_icSHAPE_eternafold_scores.csv,0.2205774590449634,9.26,0.0,0.0023640661938534,0.0373134328358208,0.1851851851851851,0.759,0.463,0.4435,0.4081,0.0318376939853507,0.9161077279867228
245,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.7,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf1_icSHAPE_eternafold_scores.csv,0.2193271352387591,10.19,0.0,0.0,0.0522388059701492,0.1629629629629629,0.753,0.4664,0.4493,0.4091,0.0316956001459942,0.9146990739239674
246,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.2,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf1_icSHAPE_eternafold_scores.csv,0.2245067758800976,9.5,0.0,0.0030395136778115,0.044776119402985,0.1777777777777777,0.736,0.478,0.4526,0.4272,0.032266913552538,0.92223121113534
247,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.6,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf1_icSHAPE_eternafold_scores.csv,0.218300359010108,9.73,0.0,0.0047281323877068,0.0671641791044776,0.1925925925925926,0.766,0.4738,0.4556,0.4169,0.0317304396445485,0.9206301981194998
248,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.4,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf1_icSHAPE_eternafold_scores.csv,0.2157563238062042,10.65,0.0,0.0043904086457277,0.0522388059701492,0.1629629629629629,0.775,0.4812,0.4617,0.417,0.0318120613248079,0.921195013809975
249,MERS_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.3,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf1_icSHAPE_eternafold_scores.csv,0.2177363544789125,12.97,0.0,0.0050658561296859,0.0373134328358208,0.1481481481481481,0.739,0.4707,0.4452,0.4139,0.0321495739524614,0.922472950180472
